"App name","Date","Time","Duration"
"Screen on (locked)","3/16/24","6:59:35 AM","0:00:10"
"Screen off (locked)","3/16/24","6:58:12 AM","0:01:22"
"Screen on (locked)","3/16/24","6:58:03 AM","0:00:10"
"Screen off (locked)","3/16/24","1:08:46 AM","5:49:17"
"Screen on (locked)","3/16/24","1:08:35 AM","0:00:11"
"Screen off (locked)","3/16/24","1:08:27 AM","0:00:08"
"Screen on (locked)","3/16/24","1:08:17 AM","0:00:10"
"Screen off (locked)","3/16/24","12:40:22 AM","0:27:55"
"ReVanced Extended","3/16/24","12:40:11 AM","0:00:11"
"Screen on (unlocked)","3/16/24","12:40:11 AM","0:00:00"
"Screen off","3/16/24","12:40:09 AM","0:00:01"
"Screen off (locked)","3/16/24","12:40:08 AM","0:00:02"
"Screen on (locked)","3/16/24","12:39:53 AM","0:00:14"
"Screen off (locked)","3/16/24","12:39:51 AM","0:00:02"
"ReVanced Extended","3/16/24","12:38:57 AM","0:00:54"
"Screen on (unlocked)","3/16/24","12:38:57 AM","0:00:00"
"Screen off","3/16/24","12:38:55 AM","0:00:02"
"Screen off (locked)","3/16/24","12:38:54 AM","0:00:01"
"ReVanced Extended","3/16/24","12:38:41 AM","0:00:13"
"Screen on (unlocked)","3/16/24","12:38:41 AM","0:00:00"
"Screen off","3/16/24","12:38:40 AM","0:00:01"
"Screen off (locked)","3/16/24","12:38:34 AM","0:00:06"
"ReVanced Extended","3/16/24","12:38:19 AM","0:00:15"
"Screen on (unlocked)","3/16/24","12:38:19 AM","0:00:00"
"Screen on (locked)","3/16/24","12:38:12 AM","0:00:06"
"Screen off (locked)","3/16/24","12:37:26 AM","0:00:46"
"ReVanced Extended","3/16/24","12:36:37 AM","0:00:49"
"Chess","3/16/24","12:34:11 AM","0:02:22"
"Permission controller","3/16/24","12:33:55 AM","0:00:10"
"Instagram","3/16/24","12:17:12 AM","0:14:18"
"WhatsApp","3/16/24","12:17:03 AM","0:00:07"
"Genshin Impact","3/16/24","12:11:47 AM","0:00:02"
"Genshin Impact","3/16/24","12:07:16 AM","0:03:02"
"Genshin Impact","3/16/24","12:01:21 AM","0:05:04"
"Genshin Impact","3/16/24","12:00:00 AM","0:00:02"
"Genshin Impact","3/15/24","11:59:09 PM","0:00:50"
"Genshin Impact","3/15/24","11:32:16 PM","0:02:02"
"Honkai: Star Rail","3/15/24","11:18:39 PM","0:13:25"
"Clash of Clans","3/15/24","11:16:55 PM","0:01:38"
"Chess","3/15/24","11:16:29 PM","0:00:23"
"WhatsApp","3/15/24","11:14:16 PM","0:02:01"
"CapCut","3/15/24","11:11:22 PM","0:02:50"
"WhatsApp","3/15/24","11:09:58 PM","0:01:24"
"CapCut","3/15/24","10:51:14 PM","0:18:41"
"WhatsApp","3/15/24","10:50:06 PM","0:01:07"
"Screen on (unlocked)","3/15/24","10:50:06 PM","0:00:00"
"Screen off","3/15/24","10:50:04 PM","0:00:02"
"Screen off (locked)","3/15/24","10:47:09 PM","0:02:55"
"WhatsApp","3/15/24","10:47:04 PM","0:00:04"
"Screen on (unlocked)","3/15/24","10:47:04 PM","0:00:00"
"Screen off","3/15/24","10:47:03 PM","0:00:01"
"Screen off (locked)","3/15/24","10:45:12 PM","0:01:51"
"WhatsApp","3/15/24","10:39:47 PM","0:05:25"
"CapCut","3/15/24","10:33:52 PM","0:05:55"
"WhatsApp","3/15/24","10:33:20 PM","0:00:32"
"CapCut","3/15/24","10:32:25 PM","0:00:55"
"WhatsApp","3/15/24","10:29:31 PM","0:02:53"
"CapCut","3/15/24","10:20:25 PM","0:09:04"
"WhatsApp","3/15/24","10:19:53 PM","0:00:12"
"Wireless Settings","3/15/24","10:14:32 PM","0:01:01"
"Screen on (unlocked)","3/15/24","10:14:30 PM","0:00:00"
"Screen on (locked)","3/15/24","10:14:23 PM","0:00:06"
"Screen off (locked)","3/15/24","10:12:01 PM","0:02:22"
"Screen on (locked)","3/15/24","10:11:47 PM","0:00:14"
"WhatsApp","3/15/24","10:11:01 PM","0:00:43"
"WhatsApp","3/15/24","10:10:52 PM","0:00:04"
"WhatsApp","3/15/24","10:10:49 PM","0:00:01"
"Files by Google","3/15/24","10:10:39 PM","0:00:10"
"WhatsApp","3/15/24","10:10:30 PM","0:00:04"
"Music","3/15/24","10:10:26 PM","0:00:04"
"WhatsApp","3/15/24","10:10:20 PM","0:00:01"
"Music","3/15/24","10:09:47 PM","0:00:33"
"CapCut","3/15/24","10:03:08 PM","0:06:34"
"Permission controller","3/15/24","10:03:06 PM","0:00:01"
"CapCut","3/15/24","10:02:59 PM","0:00:07"
"WhatsApp","3/15/24","10:02:55 PM","0:00:02"
"Files by Google","3/15/24","10:02:49 PM","0:00:06"
"WhatsApp","3/15/24","10:02:18 PM","0:00:29"
"WhatsApp","3/15/24","9:59:41 PM","0:00:08"
"WhatsApp","3/15/24","9:58:46 PM","0:00:50"
"Instagram","3/15/24","9:57:22 PM","0:01:24"
"Photos","3/15/24","9:55:48 PM","0:01:31"
"WhatsApp","3/15/24","9:55:41 PM","0:00:02"
"Photos","3/15/24","9:55:38 PM","0:00:03"
"WhatsApp","3/15/24","9:53:01 PM","0:02:33"
"CapCut","3/15/24","9:52:54 PM","0:00:06"
"Messages","3/15/24","9:51:42 PM","0:01:12"
"CapCut","3/15/24","9:51:21 PM","0:00:21"
"App Market","3/15/24","9:51:17 PM","0:00:04"
"Package installer","3/15/24","9:50:05 PM","0:01:12"
"Chrome","3/15/24","9:40:38 PM","0:09:27"
"Wireless Settings","3/15/24","9:40:21 PM","0:00:08"
"WhatsApp","3/15/24","9:40:17 PM","0:00:04"
"Screen on (unlocked)","3/15/24","9:40:17 PM","0:00:00"
"WhatsApp","3/15/24","9:40:17 PM","0:00:00"
"Screen on (locked)","3/15/24","9:40:13 PM","0:00:04"
"Screen off (locked)","3/15/24","9:39:58 PM","0:00:15"
"Screen on (locked)","3/15/24","9:39:44 PM","0:00:14"
"Screen off (locked)","3/15/24","9:38:22 PM","0:01:22"
"Screen on (locked)","3/15/24","9:38:11 PM","0:00:11"
"Screen off (locked)","3/15/24","9:37:57 PM","0:00:14"
"Screen on (locked)","3/15/24","9:37:46 PM","0:00:11"
"Screen off (locked)","3/15/24","9:37:27 PM","0:00:19"
"Screen on (locked)","3/15/24","9:37:16 PM","0:00:10"
"Screen off (locked)","3/15/24","9:37:15 PM","0:00:01"
"Screen on (locked)","3/15/24","9:37:05 PM","0:00:11"
"Screen off (locked)","3/15/24","9:35:11 PM","0:01:54"
"Screen on (locked)","3/15/24","9:35:01 PM","0:00:11"
"Screen off (locked)","3/15/24","9:29:25 PM","0:05:36"
"Screen on (locked)","3/15/24","9:29:14 PM","0:00:11"
"Screen off (locked)","3/15/24","9:27:32 PM","0:01:43"
"Screen on (locked)","3/15/24","9:27:21 PM","0:00:11"
"Screen off (locked)","3/15/24","9:21:37 PM","0:05:44"
"Screen on (locked)","3/15/24","9:21:27 PM","0:00:10"
"WhatsApp","3/15/24","9:20:52 PM","0:00:35"
"YouTube","3/15/24","9:19:18 PM","0:01:34"
"Instagram","3/15/24","9:19:02 PM","0:00:10"
"Instagram","3/15/24","9:15:11 PM","0:03:50"
"WhatsApp","3/15/24","9:15:06 PM","0:00:02"
"Screen on (unlocked)","3/15/24","9:15:05 PM","0:00:00"
"Screen off","3/15/24","9:15:05 PM","0:00:00"
"Screen off (locked)","3/15/24","9:12:09 PM","0:02:56"
"Screen on (locked)","3/15/24","9:11:55 PM","0:00:14"
"WhatsApp","3/15/24","9:11:44 PM","0:00:11"
"Chrome","3/15/24","9:11:38 PM","0:00:04"
"Screen on (unlocked)","3/15/24","9:11:37 PM","0:00:01"
"Screen off (locked)","3/15/24","9:11:15 PM","0:00:22"
"Screen on (locked)","3/15/24","9:11:05 PM","0:00:11"
"Screen off (locked)","3/15/24","9:02:26 PM","0:08:38"
"Screen on (locked)","3/15/24","9:02:17 PM","0:00:10"
"Chrome","3/15/24","9:01:16 PM","0:01:01"
"Chrome","3/15/24","9:00:34 PM","0:00:37"
"Calculator","3/15/24","9:00:32 PM","0:00:02"
"Chrome","3/15/24","9:00:29 PM","0:00:03"
"WhatsApp","3/15/24","9:00:03 PM","0:00:25"
"Chrome","3/15/24","8:59:34 PM","0:00:25"
"File Manager","3/15/24","8:59:24 PM","0:00:08"
"Screen on (unlocked)","3/15/24","8:59:14 PM","0:00:00"
"Screen off","3/15/24","8:59:13 PM","0:00:01"
"Screen off (locked)","3/15/24","8:57:36 PM","0:01:37"
"Screen on (locked)","3/15/24","8:57:26 PM","0:00:10"
"Screen off (locked)","3/15/24","8:52:55 PM","0:04:31"
"Screen on (locked)","3/15/24","8:52:45 PM","0:00:10"
"Screen off (locked)","3/15/24","8:52:17 PM","0:00:28"
"Screen on (locked)","3/15/24","8:52:07 PM","0:00:10"
"Truecaller","3/15/24","8:51:50 PM","0:00:04"
"Contacts","3/15/24","8:51:49 PM","0:00:01"
"Phone","3/15/24","8:51:48 PM","0:00:01"
"Screen on (unlocked)","3/15/24","8:51:48 PM","0:00:00"
"Screen off","3/15/24","8:49:52 PM","0:01:56"
"Truecaller","3/15/24","8:49:46 PM","0:00:07"
"Contacts","3/15/24","8:49:45 PM","0:00:01"
"Phone","3/15/24","8:48:33 PM","0:01:11"
"Screen on (unlocked)","3/15/24","8:48:33 PM","0:00:00"
"Screen off","3/15/24","8:48:30 PM","0:00:03"
"Phone","3/15/24","8:47:05 PM","0:01:26"
"Screen on (unlocked)","3/15/24","8:47:05 PM","0:00:00"
"Screen off","3/15/24","8:46:12 PM","0:00:53"
"Phone","3/15/24","8:45:39 PM","0:00:33"
"Screen on (unlocked)","3/15/24","8:45:39 PM","0:00:00"
"Screen off","3/15/24","8:45:37 PM","0:00:02"
"Phone","3/15/24","8:42:24 PM","0:03:13"
"Screen on (unlocked)","3/15/24","8:42:24 PM","0:00:00"
"Screen off","3/15/24","8:42:20 PM","0:00:04"
"Phone","3/15/24","8:42:03 PM","0:00:17"
"Screen on (unlocked)","3/15/24","8:42:03 PM","0:00:00"
"Screen off","3/15/24","8:42:02 PM","0:00:01"
"Phone","3/15/24","8:41:14 PM","0:00:47"
"Screen on (unlocked)","3/15/24","8:41:14 PM","0:00:00"
"Screen off","3/15/24","8:34:30 PM","0:06:44"
"Phone","3/15/24","8:34:01 PM","0:00:29"
"Screen on (unlocked)","3/15/24","8:34:01 PM","0:00:00"
"Screen off","3/15/24","8:33:59 PM","0:00:02"
"Phone","3/15/24","8:32:06 PM","0:01:53"
"Screen on (unlocked)","3/15/24","8:32:06 PM","0:00:00"
"Screen off","3/15/24","8:32:05 PM","0:00:02"
"Phone","3/15/24","8:31:16 PM","0:00:49"
"Screen on (unlocked)","3/15/24","8:31:16 PM","0:00:00"
"Screen off","3/15/24","8:31:14 PM","0:00:01"
"Phone","3/15/24","8:27:52 PM","0:03:23"
"Screen on (unlocked)","3/15/24","8:27:51 PM","0:00:00"
"Screen off","3/15/24","8:27:47 PM","0:00:05"
"Phone","3/15/24","8:27:44 PM","0:00:03"
"Screen on (unlocked)","3/15/24","8:27:43 PM","0:00:00"
"Screen off","3/15/24","8:22:27 PM","0:05:16"
"Phone","3/15/24","8:22:21 PM","0:00:06"
"Screen on (unlocked)","3/15/24","8:22:21 PM","0:00:00"
"Screen off","3/15/24","8:22:19 PM","0:00:02"
"Phone","3/15/24","8:22:17 PM","0:00:03"
"Contacts","3/15/24","8:22:13 PM","0:00:04"
"Truecaller","3/15/24","8:22:11 PM","0:00:02"
"Contacts","3/15/24","8:22:07 PM","0:00:04"
"Truecaller","3/15/24","8:22:06 PM","0:00:02"
"Phone","3/15/24","8:22:04 PM","0:00:01"
"Contacts","3/15/24","8:21:58 PM","0:00:06"
"Screen on (unlocked)","3/15/24","8:21:57 PM","0:00:00"
"Screen on (locked)","3/15/24","8:21:54 PM","0:00:03"
"Screen off (locked)","3/15/24","8:20:33 PM","0:01:20"
"Screen on (locked)","3/15/24","8:20:23 PM","0:00:10"
"Screen off (locked)","3/15/24","8:18:48 PM","0:01:35"
"Screen on (locked)","3/15/24","8:18:38 PM","0:00:10"
"Screen off (locked)","3/15/24","8:12:50 PM","0:05:48"
"Vi App","3/15/24","8:12:02 PM","0:00:43"
"Digital Wellbeing","3/15/24","8:11:57 PM","0:00:01"
"Screen on (unlocked)","3/15/24","8:11:57 PM","0:00:00"
"Screen off","3/15/24","8:11:55 PM","0:00:02"
"Screen off (locked)","3/15/24","8:07:06 PM","0:04:49"
"Screen on (locked)","3/15/24","8:06:55 PM","0:00:10"
"Screen off (locked)","3/15/24","8:06:49 PM","0:00:06"
"Screen on (locked)","3/15/24","8:06:39 PM","0:00:10"
"Screen off (locked)","3/15/24","8:05:18 PM","0:01:21"
"Screen on (locked)","3/15/24","8:05:07 PM","0:00:11"
"Screen off (locked)","3/15/24","8:01:33 PM","0:03:34"
"Screen on (locked)","3/15/24","8:01:23 PM","0:00:11"
"Screen off (locked)","3/15/24","7:53:20 PM","0:08:03"
"Screen on (locked)","3/15/24","7:53:03 PM","0:00:17"
"Screen off (locked)","3/15/24","7:52:15 PM","0:00:48"
"Screen on (locked)","3/15/24","7:52:04 PM","0:00:11"
"Screen off (locked)","3/15/24","7:41:09 PM","0:10:55"
"Screen on (locked)","3/15/24","7:40:59 PM","0:00:11"
"Genshin Impact","3/15/24","7:26:12 PM","0:04:03"
"Messages","3/15/24","7:26:05 PM","0:00:02"
"Screen on (unlocked)","3/15/24","7:26:05 PM","0:00:00"
"Screen off","3/15/24","7:26:04 PM","0:00:01"
"Screen off (locked)","3/15/24","7:24:33 PM","0:01:30"
"Screen on (locked)","3/15/24","7:24:23 PM","0:00:11"
"Screen off (locked)","3/15/24","7:23:02 PM","0:01:20"
"Screen on (locked)","3/15/24","7:22:52 PM","0:00:10"
"Screen off (locked)","3/15/24","7:21:14 PM","0:01:38"
"Screen on (locked)","3/15/24","7:21:04 PM","0:00:10"
"Screen off (locked)","3/15/24","7:20:11 PM","0:00:53"
"Clash of Clans","3/15/24","7:13:35 PM","0:06:31"
"Screen on (unlocked)","3/15/24","7:13:28 PM","0:00:00"
"Screen off","3/15/24","7:13:27 PM","0:00:01"
"Screen off (locked)","3/15/24","7:12:45 PM","0:00:42"
"Screen on (unlocked)","3/15/24","7:12:41 PM","0:00:00"
"Screen off","3/15/24","7:12:41 PM","0:00:01"
"Screen off (locked)","3/15/24","7:06:59 PM","0:05:42"
"Gmail","3/15/24","7:05:42 PM","0:01:12"
"GPay","3/15/24","6:59:01 PM","0:06:35"
"Wallet","3/15/24","6:58:18 PM","0:00:36"
"Truecaller","3/15/24","6:58:13 PM","0:00:02"
"Screen on (unlocked)","3/15/24","6:58:13 PM","0:00:00"
"Screen off","3/15/24","6:58:11 PM","0:00:01"
"Screen off (locked)","3/15/24","6:48:44 PM","0:09:27"
"Contacts","3/15/24","6:48:38 PM","0:00:02"
"Phone","3/15/24","6:48:26 PM","0:00:12"
"Screen on (unlocked)","3/15/24","6:48:26 PM","0:00:00"
"Screen off","3/15/24","6:48:21 PM","0:00:05"
"Phone","3/15/24","6:48:20 PM","0:00:01"
"Screen on (unlocked)","3/15/24","6:48:19 PM","0:00:00"
"Screen off","3/15/24","6:48:16 PM","0:00:04"
"Phone","3/15/24","6:48:11 PM","0:00:04"
"Contacts","3/15/24","6:48:03 PM","0:00:09"
"Screen on (unlocked)","3/15/24","6:48:03 PM","0:00:00"
"Screen off","3/15/24","6:48:01 PM","0:00:01"
"Screen off (locked)","3/15/24","6:41:10 PM","0:06:52"
"Screen on (locked)","3/15/24","6:40:54 PM","0:00:15"
"Screen off (locked)","3/15/24","6:37:25 PM","0:03:30"
"Instagram","3/15/24","6:31:10 PM","0:06:12"
"ReVanced Extended","3/15/24","6:30:52 PM","0:00:13"
"Truecaller","3/15/24","6:30:49 PM","0:00:02"
"Screen on (unlocked)","3/15/24","6:30:48 PM","0:00:01"
"Screen on (locked)","3/15/24","6:30:48 PM","0:00:00"
"Screen off (locked)","3/15/24","6:21:39 PM","0:09:09"
"Screen on (locked)","3/15/24","6:21:29 PM","0:00:10"
"Screen off (locked)","3/15/24","6:18:02 PM","0:03:27"
"Screen on (locked)","3/15/24","6:17:51 PM","0:00:10"
"Screen off (locked)","3/15/24","6:15:31 PM","0:02:20"
"Screen on (locked)","3/15/24","6:15:21 PM","0:00:10"
"Screen off (locked)","3/15/24","5:50:37 PM","0:24:44"
"Screen on (locked)","3/15/24","5:50:27 PM","0:00:11"
"Screen off (locked)","3/15/24","5:47:19 PM","0:03:08"
"Screen on (locked)","3/15/24","5:47:09 PM","0:00:10"
"Screen off (locked)","3/15/24","5:42:35 PM","0:04:34"
"Truecaller","3/15/24","5:42:28 PM","0:00:07"
"Phone","3/15/24","5:41:57 PM","0:00:31"
"Screen on (locked)","3/15/24","5:41:55 PM","0:00:02"
"Screen off (locked)","3/15/24","5:39:44 PM","0:02:12"
"Truecaller","3/15/24","5:39:37 PM","0:00:07"
"Phone","3/15/24","5:39:15 PM","0:00:22"
"Screen on (locked)","3/15/24","5:39:11 PM","0:00:04"
"Screen off (locked)","3/15/24","5:27:06 PM","0:12:05"
"Screen on (locked)","3/15/24","5:26:55 PM","0:00:11"
"Screen off (locked)","3/15/24","5:26:42 PM","0:00:13"
"Screen on (locked)","3/15/24","5:26:21 PM","0:00:22"
"Screen off (locked)","3/15/24","5:26:19 PM","0:00:02"
"Screen on (locked)","3/15/24","5:26:08 PM","0:00:10"
"Screen off (locked)","3/15/24","5:26:06 PM","0:00:02"
"Screen on (locked)","3/15/24","5:25:55 PM","0:00:11"
"Screen off (locked)","3/15/24","5:19:45 PM","0:06:11"
"Screen on (locked)","3/15/24","5:19:34 PM","0:00:11"
"Screen off (locked)","3/15/24","5:14:38 PM","0:04:56"
"Screen on (locked)","3/15/24","5:14:28 PM","0:00:10"
"Screen off (locked)","3/15/24","4:46:04 PM","0:28:24"
"Screen on (locked)","3/15/24","4:45:53 PM","0:00:11"
"Screen off (locked)","3/15/24","4:45:52 PM","0:00:01"
"Screen on (locked)","3/15/24","4:45:41 PM","0:00:11"
"Screen off (locked)","3/15/24","4:45:39 PM","0:00:03"
"Screen on (locked)","3/15/24","4:45:28 PM","0:00:11"
"Screen off (locked)","3/15/24","4:44:51 PM","0:00:38"
"Screen on (locked)","3/15/24","4:44:40 PM","0:00:10"
"Screen off (locked)","3/15/24","4:32:10 PM","0:12:30"
"Screen on (locked)","3/15/24","4:31:54 PM","0:00:16"
"Screen off (locked)","3/15/24","4:27:16 PM","0:04:39"
"ReVanced Extended","3/15/24","4:26:44 PM","0:00:31"
"Instagram","3/15/24","4:19:04 PM","0:07:37"
"Screen on (unlocked)","3/15/24","4:19:03 PM","0:00:00"
"Screen on (locked)","3/15/24","4:18:47 PM","0:00:17"
"Screen off (locked)","3/15/24","4:18:19 PM","0:00:27"
"Instagram","3/15/24","4:09:50 PM","0:08:29"
"WhatsApp","3/15/24","4:09:38 PM","0:00:12"
"Instagram","3/15/24","3:51:59 PM","0:17:37"
"WhatsApp","3/15/24","3:51:37 PM","0:00:18"
"Photos","3/15/24","3:51:33 PM","0:00:01"
"ReVanced Extended","3/15/24","3:51:26 PM","0:00:08"
"Screen on (unlocked)","3/15/24","3:51:25 PM","0:00:01"
"Screen off","3/15/24","3:51:25 PM","0:00:00"
"Screen off (locked)","3/15/24","3:48:22 PM","0:03:02"
"ReVanced Extended","3/15/24","3:29:32 PM","0:18:50"
"Photos","3/15/24","3:29:26 PM","0:00:02"
"Screen on (unlocked)","3/15/24","3:29:25 PM","0:00:00"
"Screen off","3/15/24","3:29:24 PM","0:00:01"
"Screen off (locked)","3/15/24","3:29:08 PM","0:00:16"
"Screen on (unlocked)","3/15/24","3:29:04 PM","0:00:00"
"Screen on (locked)","3/15/24","3:29:01 PM","0:00:03"
"Screen off (locked)","3/15/24","3:24:04 PM","0:04:57"
"Screen on (unlocked)","3/15/24","3:23:59 PM","0:00:00"
"Screen off","3/15/24","3:23:58 PM","0:00:01"
"Screen off (locked)","3/15/24","3:22:52 PM","0:01:05"
"Instagram","3/15/24","3:20:21 PM","0:02:31"
"Clash of Clans","3/15/24","3:19:16 PM","0:00:55"
"Screen on (unlocked)","3/15/24","3:19:05 PM","0:00:00"
"Screen off","3/15/24","3:19:04 PM","0:00:01"
"Screen off (locked)","3/15/24","3:17:36 PM","0:01:28"
"Screen on (locked)","3/15/24","3:17:25 PM","0:00:10"
"Screen off (locked)","3/15/24","3:16:25 PM","0:01:01"
"GPay","3/15/24","3:12:36 PM","0:00:21"
"Google","3/15/24","3:12:29 PM","0:00:01"
"Screen on (unlocked)","3/15/24","3:12:22 PM","0:00:00"
"Screen off","3/15/24","3:12:21 PM","0:00:01"
"Screen off (locked)","3/15/24","2:48:16 PM","0:24:05"
"Calculator","3/15/24","2:47:58 PM","0:00:06"
"Chrome","3/15/24","2:47:54 PM","0:00:04"
"WhatsApp","3/15/24","2:47:44 PM","0:00:09"
"Chrome","3/15/24","2:45:40 PM","0:02:03"
"Screen on (unlocked)","3/15/24","2:45:37 PM","0:00:00"
"Screen on (locked)","3/15/24","2:45:34 PM","0:00:02"
"Screen off (locked)","3/15/24","2:44:50 PM","0:00:44"
"Chess","3/15/24","2:41:40 PM","0:03:04"
"Digital Wellbeing","3/15/24","2:41:16 PM","0:00:14"
"Chrome","3/15/24","2:41:14 PM","0:00:02"
"Digital Wellbeing","3/15/24","2:41:02 PM","0:00:11"
"Truecaller","3/15/24","2:40:56 PM","0:00:04"
"Phone","3/15/24","2:40:49 PM","0:00:03"
"Truecaller","3/15/24","2:40:44 PM","0:00:02"
"Screen on (unlocked)","3/15/24","2:40:44 PM","0:00:00"
"Screen off","3/15/24","2:40:42 PM","0:00:02"
"Screen off (locked)","3/15/24","2:09:56 PM","0:30:47"
"Phone","3/15/24","2:09:52 PM","0:00:04"
"Screen on (locked)","3/15/24","2:09:52 PM","0:00:00"
"Screen off (locked)","3/15/24","2:09:42 PM","0:00:09"
"Phone","3/15/24","2:09:31 PM","0:00:11"
"Screen on (locked)","3/15/24","2:09:31 PM","0:00:00"
"Screen off (locked)","3/15/24","1:46:30 PM","0:23:02"
"Truecaller","3/15/24","1:46:24 PM","0:00:05"
"Screen on (unlocked)","3/15/24","1:46:22 PM","0:00:00"
"Phone","3/15/24","1:46:22 PM","0:00:01"
"Screen on (locked)","3/15/24","1:46:22 PM","0:00:00"
"Screen off (locked)","3/15/24","1:45:28 PM","0:00:54"
"Phone","3/15/24","1:45:26 PM","0:00:02"
"Screen on (locked)","3/15/24","1:45:25 PM","0:00:00"
"Screen off (locked)","3/15/24","1:33:10 PM","0:12:15"
"Chrome","3/15/24","1:32:51 PM","0:00:16"
"Clash of Clans","3/15/24","1:31:30 PM","0:01:15"
"Screen on (unlocked)","3/15/24","1:31:26 PM","0:00:00"
"Screen off","3/15/24","1:31:26 PM","0:00:01"
"Screen off (locked)","3/15/24","1:30:51 PM","0:00:35"
"WhatsApp","3/15/24","1:30:43 PM","0:00:07"
"Screen on (unlocked)","3/15/24","1:30:43 PM","0:00:00"
"Screen off","3/15/24","1:30:41 PM","0:00:02"
"Screen off (locked)","3/15/24","1:16:27 PM","0:14:14"
"Chrome","3/15/24","1:16:06 PM","0:00:20"
"WhatsApp","3/15/24","1:16:02 PM","0:00:03"
"Chrome","3/15/24","12:52:11 PM","0:23:51"
"Screen on (unlocked)","3/15/24","12:52:10 PM","0:00:00"
"Screen on (locked)","3/15/24","12:52:08 PM","0:00:03"
"Screen off (locked)","3/15/24","12:51:42 PM","0:00:26"
"Screen on (locked)","3/15/24","12:51:32 PM","0:00:10"
"Screen off (locked)","3/15/24","12:51:31 PM","0:00:01"
"Chrome","3/15/24","12:48:59 PM","0:02:32"
"WhatsApp","3/15/24","12:48:34 PM","0:00:25"
"Chrome","3/15/24","12:44:03 PM","0:04:31"
"Screen on (unlocked)","3/15/24","12:44:03 PM","0:00:00"
"Screen on (locked)","3/15/24","12:44:00 PM","0:00:03"
"Screen off (locked)","3/15/24","12:43:56 PM","0:00:04"
"Screen on (locked)","3/15/24","12:43:46 PM","0:00:10"
"Screen off (locked)","3/15/24","12:39:55 PM","0:03:50"
"Screen on (locked)","3/15/24","12:39:45 PM","0:00:11"
"Screen off (locked)","3/15/24","12:38:35 PM","0:01:10"
"Chrome","3/15/24","12:36:28 PM","0:02:07"
"Screen on (unlocked)","3/15/24","12:36:28 PM","0:00:00"
"Screen off","3/15/24","12:36:13 PM","0:00:15"
"Chrome","3/15/24","12:35:17 PM","0:00:56"
"WhatsApp","3/15/24","12:35:16 PM","0:00:01"
"Screen on (unlocked)","3/15/24","12:35:09 PM","0:00:00"
"Screen off","3/15/24","12:35:09 PM","0:00:01"
"Screen off (locked)","3/15/24","12:28:47 PM","0:06:22"
"Screen on (locked)","3/15/24","12:28:37 PM","0:00:10"
"Screen off (locked)","3/15/24","12:27:40 PM","0:00:57"
"Screen on (unlocked)","3/15/24","12:27:34 PM","0:00:00"
"Screen off","3/15/24","12:27:34 PM","0:00:01"
"Screen off (locked)","3/15/24","12:24:03 PM","0:03:31"
"WhatsApp","3/15/24","12:23:50 PM","0:00:12"
"Truecaller","3/15/24","12:23:48 PM","0:00:01"
"Screen on (unlocked)","3/15/24","12:23:48 PM","0:00:00"
"Screen off","3/15/24","12:23:47 PM","0:00:01"
"Screen off (locked)","3/15/24","12:23:07 PM","0:00:40"
"Contacts","3/15/24","12:23:03 PM","0:00:02"
"Truecaller","3/15/24","12:23:02 PM","0:00:01"
"Phone","3/15/24","12:22:44 PM","0:00:19"
"Screen on (unlocked)","3/15/24","12:22:44 PM","0:00:00"
"Screen off","3/15/24","12:22:42 PM","0:00:02"
"Phone","3/15/24","12:22:34 PM","0:00:08"
"Screen on (unlocked)","3/15/24","12:22:34 PM","0:00:00"
"Screen off","3/15/24","12:22:21 PM","0:00:12"
"Phone","3/15/24","12:22:18 PM","0:00:03"
"Contacts","3/15/24","12:22:16 PM","0:00:03"
"WhatsApp","3/15/24","12:20:29 PM","0:01:47"
"Contacts","3/15/24","12:20:26 PM","0:00:01"
"Screen on (unlocked)","3/15/24","12:20:24 PM","0:00:00"
"Screen off","3/15/24","12:20:24 PM","0:00:01"
"Screen off (locked)","3/15/24","12:17:29 PM","0:02:55"
"Screen on (unlocked)","3/15/24","12:17:22 PM","0:00:02"
"Screen off","3/15/24","12:17:21 PM","0:00:01"
"Screen off (locked)","3/15/24","12:16:34 PM","0:00:47"
"Chess","3/15/24","12:16:05 PM","0:00:28"
"Screen on (unlocked)","3/15/24","12:15:57 PM","0:00:00"
"Screen off","3/15/24","12:15:56 PM","0:00:01"
"Screen off (locked)","3/15/24","12:13:32 PM","0:02:24"
"Screen on (locked)","3/15/24","12:13:21 PM","0:00:10"
"Screen off (locked)","3/15/24","12:13:13 PM","0:00:09"
"Screen on (locked)","3/15/24","12:13:03 PM","0:00:10"
"WhatsApp","3/15/24","12:12:51 PM","0:00:09"
"Screen on (unlocked)","3/15/24","12:12:49 PM","0:00:00"
"Screen on (locked)","3/15/24","12:12:46 PM","0:00:03"
"Screen off (locked)","3/15/24","12:12:40 PM","0:00:07"
"Screen on (locked)","3/15/24","12:12:29 PM","0:00:11"
"Screen off (locked)","3/15/24","12:12:20 PM","0:00:09"
"Screen on (locked)","3/15/24","12:12:09 PM","0:00:11"
"Screen off (locked)","3/15/24","12:11:46 PM","0:00:23"
"Screen on (locked)","3/15/24","12:11:36 PM","0:00:10"
"Calendar","3/15/24","12:11:11 PM","0:00:22"
"Google Play Store","3/15/24","12:10:38 PM","0:00:22"
"Screen on (unlocked)","3/15/24","12:10:13 PM","0:00:00"
"Screen on (locked)","3/15/24","12:10:02 PM","0:00:11"
